customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_STB_11131,56,Female,Rural,30941,13482,148302,0.42,3,45,25,2,19465,2201,81762,20,stable
CUST_DEC_4857,59,Male,Urban,81062,70605,1906335,0.9,4,49,51,3,31067,42330,159113,9,decrease
CUST_STB_4492,59,Male,Semi-Urban,98550,44456,489016,0.45,2,51,16,1,46466,33096,190890,20,stable
CUST_DEC_4931,59,Male,Semi-Urban,94466,83269,1415573,0.73,1,42,67,5,33741,13321,188027,8,decrease
CUST_DEC_2645,22,Male,Rural,30993,29942,898260,0.87,3,5,39,4,24227,42627,52497,12,decrease
CUST_STB_8336,59,Female,Urban,47361,18154,236002,0.42,4,56,29,2,32960,13260,130215,16,stable
CUST_STB_5487,44,Male,Semi-Urban,41776,15714,125712,0.46,4,58,13,2,37854,34411,164321,23,stable
CUST_DEC_2611,59,Male,Urban,54921,34225,787175,0.91,4,7,61,5,16743,21135,191072,12,decrease
CUST_DEC_447,33,Female,Urban,125333,79295,2537440,0.73,4,46,67,5,10037,15959,250002,6,decrease
CUST_INC_3662,50,Female,Urban,98764,3012,15060,0.13,1,87,1,0,36559,13057,176349,24,increase
CUST_STB_2503,64,Male,Semi-Urban,26103,10349,186282,0.45,2,53,17,2,44404,2589,247615,24,stable
CUST_STB_4361,37,Female,Urban,136948,65575,983625,0.4,1,56,27,2,9314,25272,235417,18,stable
CUST_STB_4172,35,Male,Urban,133981,53477,374339,0.46,4,52,18,2,20825,5290,316557,15,stable
CUST_RND_467,36,Female,Urban,49699,3709,34115,0.33,6,81,8,2,15733,11131,352738,36,decrease
CUST_RND_1694,54,Female,Rural,103701,78010,189301,0.09,6,53,79,2,21403,21579,278303,36,stable
CUST_INC_3340,53,Male,Semi-Urban,98243,8709,17418,0.24,3,94,4,0,16117,10905,198908,27,increase
CUST_INC_484,37,Female,Urban,73856,1211,7266,0.3,1,94,4,1,47163,3461,236477,30,increase
CUST_INC_1073,28,Female,Urban,101988,17611,35222,0.29,3,96,4,0,27239,12787,136410,25,increase
CUST_STB_7187,46,Male,Urban,57223,26593,478674,0.47,3,61,28,1,37314,20523,142154,17,stable
CUST_STB_699,37,Male,Rural,42606,18921,283815,0.49,4,51,27,1,33074,20595,191222,17,stable
CUST_DEC_2157,23,Female,Urban,102311,84538,2197988,0.73,4,4,71,3,20483,16075,306899,6,decrease
CUST_INC_4310,22,Male,Urban,123287,5305,42440,0.29,4,85,7,0,40283,7014,348596,25,increase
CUST_RND_1397,35,Female,Semi-Urban,77885,18940,52716,0.25,1,94,23,7,22381,77144,256021,27,decrease
CUST_INC_752,23,Female,Semi-Urban,94694,3425,6850,0.2,2,90,9,0,23126,42166,69065,36,increase
CUST_STB_8788,36,Male,Urban,80796,28747,517446,0.4,1,50,28,1,24675,14482,122478,22,stable
CUST_INC_958,50,Female,Urban,70779,12612,100896,0.16,4,95,7,1,14677,1721,132812,28,increase
CUST_STB_12145,23,Male,Rural,56951,28211,366743,0.42,2,47,29,2,25840,18323,59062,20,stable
CUST_INC_145,32,Female,Semi-Urban,76429,4619,18476,0.22,1,92,4,1,47386,41961,154739,24,increase
CUST_DEC_3582,39,Male,Rural,51418,39635,1426860,0.78,2,42,81,5,17716,2941,73706,9,decrease
CUST_DEC_2633,28,Female,Urban,46492,27668,442688,0.71,3,31,48,3,30385,28483,226587,10,decrease
CUST_STB_2915,37,Female,Urban,120819,50559,657267,0.45,2,51,22,1,35679,8273,173221,13,stable
CUST_INC_1113,59,Male,Urban,93704,9422,75376,0.25,3,85,9,0,18830,13465,190573,35,increase
CUST_STB_10519,23,Male,Semi-Urban,60586,23427,351405,0.41,4,53,15,2,46089,29610,76131,15,stable
CUST_STB_5645,53,Male,Urban,101281,49975,899550,0.41,2,49,25,2,32833,1071,346167,12,stable
CUST_DEC_1431,36,Male,Urban,124073,87005,1479085,0.91,1,49,89,5,37463,1689,342215,12,decrease
CUST_STB_3441,59,Female,Semi-Urban,85273,41864,251184,0.42,2,47,18,1,26340,34742,108317,17,stable
CUST_STB_12044,33,Male,Rural,27855,12281,135091,0.47,4,49,19,2,15872,10250,114513,12,stable
CUST_STB_7358,51,Female,Rural,75260,29391,235128,0.4,4,54,27,1,33725,23892,94939,24,stable
CUST_DEC_4471,56,Male,Urban,129013,105447,1265364,0.87,4,7,57,6,37542,18818,354372,10,decrease
CUST_STB_2144,33,Male,Urban,80494,33575,402900,0.45,2,52,17,2,5100,28655,257855,13,stable
CUST_STB_5105,21,Female,Rural,36119,16368,261888,0.43,1,57,14,1,18245,49909,139890,20,stable
CUST_STB_5074,60,Male,Urban,110394,54697,328182,0.46,1,49,29,2,30289,17835,137446,14,stable
CUST_INC_4516,61,Male,Urban,87091,14471,101297,0.1,4,93,3,0,5685,36300,209047,35,increase
CUST_DEC_1744,27,Female,Urban,83202,82631,1487358,0.74,2,24,58,4,22613,28865,170827,6,decrease
CUST_INC_4067,64,Female,Urban,141764,8259,41295,0.13,4,98,7,0,35271,17406,235998,35,increase
CUST_INC_2609,53,Male,Rural,40151,5181,41448,0.26,3,93,8,1,22033,35945,92395,29,increase
CUST_DEC_451,51,Male,Urban,131360,111830,1789280,0.75,3,3,72,6,37302,26620,109271,12,decrease
CUST_INC_1088,49,Male,Semi-Urban,96526,1716,12012,0.28,1,91,8,1,44722,20106,175760,28,increase
CUST_STB_2968,35,Female,Semi-Urban,63719,29727,445905,0.48,1,52,18,2,11826,28780,159028,14,stable
CUST_DEC_169,36,Male,Semi-Urban,29077,20300,649600,0.99,4,31,39,7,7664,21003,238557,8,decrease
CUST_STB_5989,58,Male,Semi-Urban,82499,37342,522788,0.42,2,59,24,1,10360,15941,112802,21,stable
CUST_STB_11658,21,Female,Semi-Urban,77174,37602,263214,0.45,3,54,26,1,20446,26306,112050,16,stable
CUST_RND_1252,34,Male,Rural,100983,63860,150728,0.47,4,68,36,0,90667,8633,170858,14,stable
CUST_DEC_4829,21,Female,Semi-Urban,69289,59925,719100,0.96,3,4,40,5,16670,36129,123530,9,decrease
CUST_STB_729,62,Male,Urban,148443,68725,1030875,0.41,4,54,23,2,27553,44402,217674,21,stable
CUST_STB_7588,55,Male,Rural,48079,16974,118818,0.45,1,50,21,2,34190,46898,57206,19,stable
CUST_STB_7544,56,Male,Semi-Urban,57374,27089,216712,0.42,2,55,26,1,46103,5869,156698,12,stable
CUST_STB_413,51,Female,Urban,41587,16166,96996,0.45,1,52,14,1,49222,48617,221688,12,stable
CUST_STB_11339,60,Female,Urban,75094,27035,216280,0.42,1,62,21,2,28313,45803,187183,19,stable
CUST_STB_5746,22,Female,Urban,42859,17374,260610,0.5,3,50,25,1,46352,16351,238543,24,stable
CUST_RND_53,41,Male,Rural,82756,107707,23266,0.54,1,93,9,2,36802,43648,341645,10,decrease
CUST_INC_3770,22,Female,Semi-Urban,75463,4584,22920,0.22,3,85,7,0,33684,49322,218490,36,increase
CUST_STB_3268,58,Female,Semi-Urban,41900,15324,199212,0.43,1,63,27,2,17980,42997,235752,13,stable
CUST_DEC_1639,28,Female,Urban,46184,29397,499749,0.83,2,42,54,6,36893,7155,350606,10,decrease
CUST_STB_8809,35,Female,Semi-Urban,87945,41496,414960,0.41,2,46,17,1,5058,41782,97402,19,stable
CUST_RND_691,37,Female,Rural,122281,94698,164349,0.43,0,62,97,0,51810,61159,112846,28,increase
CUST_STB_418,64,Female,Urban,67042,25930,440810,0.44,4,48,12,2,27908,47466,189424,21,stable
CUST_STB_11262,23,Male,Semi-Urban,27349,13421,228157,0.46,2,51,27,1,45689,3670,184081,18,stable
CUST_STB_9818,29,Female,Urban,122741,53773,430184,0.41,4,49,10,1,47279,26125,142488,17,stable
CUST_INC_1866,42,Male,Urban,144203,9298,18596,0.29,1,93,3,1,8164,19730,163801,35,increase
CUST_INC_2842,56,Male,Rural,34847,1915,3830,0.18,2,96,4,1,39279,2929,124672,35,increase
CUST_DEC_4413,27,Female,Semi-Urban,93067,52836,1743588,0.95,3,5,66,5,34645,4446,103135,10,decrease
CUST_RND_1352,38,Female,Urban,148723,103638,254024,0.83,1,52,56,1,85246,10526,385287,12,stable
CUST_STB_2083,54,Female,Semi-Urban,45563,21600,280800,0.47,3,59,14,2,16030,13138,100075,12,stable
CUST_RND_1330,44,Female,Rural,89223,16943,355039,0.39,1,6,80,3,37266,55454,361556,36,stable
CUST_STB_12162,22,Male,Urban,56522,27960,195720,0.45,1,59,16,2,25325,24825,131733,14,stable
CUST_STB_3374,30,Female,Urban,46171,17649,123543,0.48,2,61,11,2,28539,25367,272301,21,stable
CUST_STB_5727,35,Male,Urban,84263,41614,540982,0.42,3,62,13,2,6612,20451,184080,15,stable
CUST_DEC_1772,31,Male,Urban,100539,56883,2047788,0.78,3,2,83,7,8336,23417,282264,12,decrease
CUST_STB_10637,36,Female,Rural,50218,19904,358272,0.47,1,54,22,2,15047,39789,72094,23,stable
CUST_DEC_2045,60,Female,Rural,27471,27260,845060,0.9,3,2,84,7,20020,34610,184229,10,decrease
CUST_RND_108,31,Female,Urban,67164,10018,91576,0.21,4,88,24,3,76288,59391,229527,3,stable
CUST_INC_4011,61,Male,Rural,48190,9363,65541,0.22,2,99,3,0,5198,20250,72672,33,increase
CUST_STB_3914,60,Female,Semi-Urban,44871,16128,274176,0.43,3,59,12,1,26857,12210,216743,21,stable
CUST_INC_40,54,Female,Rural,51060,6440,19320,0.19,1,93,3,0,6353,30062,56810,28,increase
CUST_STB_5537,60,Female,Urban,131013,57242,915872,0.4,2,45,21,1,45648,23506,349806,23,stable
CUST_STB_8003,55,Male,Urban,94715,41563,457193,0.42,1,63,18,1,5126,42223,137129,21,stable
CUST_STB_5388,26,Male,Urban,41822,17685,229905,0.42,4,47,15,2,11137,39109,302412,18,stable
CUST_DEC_3397,52,Female,Urban,50430,35457,886425,0.71,1,48,42,4,16433,5172,110816,10,decrease
CUST_STB_2739,55,Male,Rural,44587,16930,169300,0.4,1,51,18,2,38133,15893,191240,15,stable
CUST_STB_5053,32,Female,Rural,40943,18574,167166,0.42,4,47,23,2,36170,38981,193686,12,stable
CUST_STB_4001,62,Male,Rural,32383,13408,241344,0.5,3,63,15,1,5661,678,144499,21,stable
CUST_STB_2428,43,Female,Rural,38328,13636,81816,0.45,1,53,16,1,26748,5393,170087,17,stable
CUST_STB_11939,62,Female,Urban,41497,19536,273504,0.49,4,46,14,2,49958,32876,335907,14,stable
CUST_STB_6834,26,Male,Urban,40801,20310,142170,0.43,2,49,26,2,39258,17106,210659,16,stable
CUST_INC_4632,45,Female,Urban,107327,18542,148336,0.24,2,92,6,1,20395,40904,343197,29,increase
CUST_STB_852,38,Male,Urban,95184,42379,762822,0.46,4,47,21,1,49152,10051,345318,22,stable
CUST_DEC_3968,28,Female,Urban,134401,82692,2315376,0.81,1,31,63,4,44720,4248,337817,12,decrease
CUST_INC_2908,24,Male,Urban,148316,20320,40640,0.19,1,86,4,1,9323,11177,192603,28,increase
CUST_STB_5879,64,Female,Rural,63892,27407,438512,0.44,2,47,28,1,43775,26510,186698,22,stable
CUST_RND_912,59,Female,Semi-Urban,55304,31951,31210,0.9,6,75,66,0,3120,84944,309034,16,increase
CUST_DEC_504,26,Female,Rural,21224,16396,475484,1.0,4,34,75,7,39240,24937,116777,8,decrease
CUST_STB_4612,33,Male,Urban,148955,53688,751632,0.46,1,53,28,1,48437,34219,322421,18,stable
CUST_INC_2925,42,Male,Semi-Urban,66157,4918,29508,0.25,1,90,5,1,18233,16509,207513,36,increase
CUST_STB_9541,44,Male,Urban,50691,19184,230208,0.47,4,52,15,2,22228,38698,234946,12,stable
CUST_STB_9208,39,Male,Urban,145951,65390,523120,0.48,2,46,24,2,15467,6486,137081,12,stable
CUST_STB_9824,35,Female,Urban,126776,46492,511412,0.5,1,45,20,2,35154,15856,129511,19,stable
CUST_STB_2490,52,Female,Urban,75214,33447,234129,0.43,1,52,25,2,18834,8921,132492,20,stable
CUST_STB_11923,30,Male,Urban,73605,33832,270656,0.45,2,50,25,2,29418,39382,349246,12,stable
CUST_DEC_4570,29,Female,Rural,69701,60810,912150,0.91,3,34,87,3,18619,34358,159272,7,decrease
CUST_STB_7391,50,Male,Rural,69152,31446,566028,0.45,1,58,12,2,36218,31491,95814,14,stable
CUST_STB_2850,54,Female,Semi-Urban,58138,25607,384105,0.45,2,46,13,2,41105,21642,97000,20,stable
CUST_INC_630,32,Female,Urban,66637,2979,5958,0.22,1,85,1,0,8201,37421,120422,24,increase
CUST_DEC_4330,64,Male,Rural,62092,56371,958307,0.97,1,13,40,3,45465,11116,57266,7,decrease
CUST_STB_5882,26,Female,Rural,58986,23543,423774,0.46,4,63,21,2,36417,1245,146588,15,stable
CUST_STB_4453,29,Male,Urban,79377,29785,357420,0.44,2,49,28,1,9561,33831,337807,12,stable
CUST_DEC_5086,64,Female,Urban,107150,77935,2727725,0.87,3,30,47,7,45830,18052,209141,7,decrease
CUST_DEC_4149,27,Female,Semi-Urban,62318,49679,1391012,0.74,1,26,64,6,25839,16701,135909,6,decrease
CUST_STB_2480,36,Female,Rural,66000,30126,451890,0.49,1,59,20,2,8374,6773,138465,17,stable
CUST_DEC_4282,57,Female,Urban,98581,92086,1473376,0.71,2,1,33,3,40456,2956,239275,7,decrease
CUST_STB_10458,28,Male,Rural,73660,28784,345408,0.41,1,47,23,2,6390,44398,110548,24,stable
CUST_STB_11152,52,Male,Urban,92220,34679,242753,0.42,4,54,20,2,44395,13850,153092,19,stable
CUST_STB_13246,46,Male,Semi-Urban,85196,35843,250901,0.5,2,45,22,1,29025,8853,94483,24,stable
CUST_INC_5086,50,Male,Semi-Urban,99568,5297,15891,0.21,1,88,6,0,24728,8229,97876,24,increase
CUST_STB_13297,59,Male,Rural,31016,13181,144991,0.49,2,47,11,1,28085,9962,148428,15,stable
CUST_STB_11311,32,Male,Urban,78664,31866,223062,0.45,3,52,20,1,33288,35228,233919,23,stable
CUST_DEC_2853,64,Female,Semi-Urban,25690,21061,652891,0.74,4,23,44,4,43929,38463,83730,7,decrease
CUST_STB_9436,35,Female,Rural,26543,11008,132096,0.49,1,64,23,2,36985,47132,97963,14,stable
CUST_DEC_409,27,Female,Semi-Urban,57857,47081,1271187,0.75,2,10,77,5,14747,35778,65269,6,decrease
CUST_STB_7254,47,Male,Rural,71081,33743,202458,0.47,1,47,28,2,42689,38800,108550,18,stable
CUST_STB_13285,28,Male,Semi-Urban,90270,40316,645056,0.44,1,54,24,1,32282,13027,208021,24,stable
CUST_STB_3507,59,Male,Rural,22693,9913,79304,0.47,3,64,24,1,37568,2067,80971,17,stable
CUST_STB_1680,61,Male,Semi-Urban,91097,39996,679932,0.46,4,46,17,2,49785,23358,209756,20,stable
CUST_DEC_1914,29,Male,Semi-Urban,43399,36718,1028104,0.74,4,45,80,3,7779,36581,88316,11,decrease
CUST_DEC_812,35,Male,Rural,27853,17226,430650,0.99,2,13,64,6,35692,13334,109217,6,decrease
CUST_STB_8131,42,Male,Semi-Urban,45283,22508,157556,0.44,1,62,11,2,15347,24925,176832,17,stable
CUST_DEC_4669,29,Male,Urban,95481,76040,1368720,0.72,2,45,63,3,38835,37514,234069,8,decrease
CUST_INC_1686,29,Female,Urban,95378,12070,24140,0.3,3,93,5,1,27258,3859,246714,31,increase
CUST_INC_3525,57,Male,Semi-Urban,53558,10066,50330,0.25,4,85,5,0,39976,3365,88138,33,increase
CUST_STB_9663,59,Male,Rural,60058,25116,200928,0.42,3,58,21,1,32409,29365,194229,13,stable
CUST_DEC_1735,55,Male,Rural,55242,40436,1172644,0.83,2,23,78,4,27426,28166,87398,12,decrease
CUST_INC_61,50,Male,Semi-Urban,98765,10677,32031,0.16,1,99,5,1,48074,42198,229831,36,increase
CUST_STB_3344,61,Male,Semi-Urban,80755,36439,619463,0.48,2,48,11,1,10024,11441,240574,18,stable
CUST_STB_13185,45,Female,Urban,87901,37359,298872,0.49,3,56,18,1,32635,198,278219,19,stable
CUST_INC_2805,43,Male,Urban,42187,7944,47664,0.12,2,86,6,1,43945,41499,334643,29,increase
CUST_DEC_5069,21,Male,Semi-Urban,98577,74953,2698308,0.89,3,43,54,4,5732,47805,74964,6,decrease
CUST_STB_12776,54,Male,Urban,136909,48551,534061,0.47,2,45,27,2,10390,24768,194600,23,stable
CUST_DEC_1337,26,Male,Urban,113949,85396,2476484,0.78,1,24,40,4,32634,34840,373389,6,decrease
CUST_INC_3504,61,Female,Rural,24693,3018,15090,0.29,4,90,1,1,21879,2200,99016,33,increase
CUST_STB_5238,41,Male,Urban,115500,56004,616044,0.47,3,63,23,2,49737,14917,188653,17,stable
CUST_STB_7806,27,Male,Urban,81633,29540,354480,0.49,1,63,29,2,47328,12114,241553,21,stable
CUST_STB_13408,33,Male,Semi-Urban,26208,9529,95290,0.46,3,53,11,1,48304,11215,171603,19,stable
CUST_INC_3457,43,Female,Urban,113829,9175,73400,0.24,4,97,4,1,18531,36303,369195,28,increase
CUST_STB_1082,54,Female,Semi-Urban,45641,19003,228036,0.5,4,63,13,2,26173,13222,226072,15,stable
CUST_INC_4609,34,Male,Urban,40469,3631,18155,0.23,4,88,2,0,33260,756,222258,25,increase
CUST_STB_9205,61,Female,Semi-Urban,60070,27299,409485,0.41,4,58,25,1,40252,45326,220079,24,stable
CUST_STB_1932,60,Female,Semi-Urban,51414,20445,204450,0.42,4,60,23,1,45149,35687,207950,17,stable
CUST_DEC_5225,54,Male,Urban,130519,80337,1285392,1.0,4,45,53,3,13840,23394,284976,12,decrease
CUST_STB_1151,63,Female,Rural,77435,35478,496692,0.49,3,48,29,2,26699,43085,68227,13,stable
CUST_DEC_503,39,Male,Urban,125321,91372,2832532,0.89,3,18,62,6,11934,26976,200044,11,decrease
CUST_STB_5950,54,Male,Semi-Urban,53506,19459,311344,0.49,4,57,20,2,32011,34409,145520,24,stable
CUST_STB_8309,32,Female,Urban,55480,21328,362576,0.48,3,52,21,1,25676,10991,330107,23,stable
CUST_RND_1317,32,Male,Semi-Urban,51625,37101,193621,0.91,3,0,15,8,74431,53507,169904,36,decrease
CUST_INC_823,23,Female,Urban,58120,7102,42612,0.13,2,90,9,0,30437,25547,150114,33,increase
CUST_STB_5178,52,Male,Semi-Urban,54274,25164,377460,0.42,4,54,11,2,20183,14879,222646,12,stable
CUST_INC_659,51,Male,Urban,121147,7139,42834,0.16,3,87,5,0,19302,672,300753,34,increase
CUST_INC_3775,25,Male,Urban,87706,12449,37347,0.11,3,89,1,0,49900,28421,337309,28,increase
CUST_STB_8312,48,Female,Rural,31941,11781,94248,0.43,3,60,21,1,39161,44279,138342,18,stable
CUST_DEC_2417,63,Female,Urban,58547,40027,1440972,0.84,1,10,63,4,40223,26430,231117,10,decrease
CUST_RND_1645,36,Male,Semi-Urban,67936,35460,243139,0.37,4,89,37,9,9389,54086,362475,28,decrease
CUST_RND_1925,38,Male,Urban,98997,77929,421428,0.06,4,24,40,0,47613,20623,168290,24,increase
CUST_INC_3580,42,Female,Urban,46368,6876,41256,0.29,4,99,9,1,6763,14021,158095,31,increase
CUST_STB_4466,63,Female,Semi-Urban,27526,10355,186390,0.43,4,50,11,1,38645,24709,176705,21,stable
CUST_STB_6800,25,Female,Rural,43614,19186,268604,0.44,2,50,13,2,35455,23437,148053,19,stable
CUST_STB_7988,32,Male,Rural,33803,15487,139383,0.48,4,54,21,1,41495,30000,63923,17,stable
CUST_STB_7080,59,Male,Rural,25001,11189,67134,0.44,4,46,28,2,24652,25257,105213,15,stable
CUST_STB_6967,48,Male,Semi-Urban,37953,14919,89514,0.42,4,50,18,1,43382,9186,103964,24,stable
CUST_INC_1763,60,Male,Semi-Urban,36861,2069,8276,0.24,3,90,9,1,17348,32107,233512,25,increase
CUST_STB_4143,34,Female,Rural,31469,14778,177336,0.5,2,63,29,2,39407,8446,96828,23,stable
CUST_DEC_4692,56,Male,Urban,88311,72622,2614392,0.85,4,14,82,5,6321,46596,199115,9,decrease
CUST_STB_877,24,Male,Urban,105149,44074,396666,0.4,2,51,26,2,17118,3146,351831,12,stable
CUST_DEC_2534,58,Male,Rural,21402,19596,587880,0.97,2,16,88,6,14822,33924,122488,11,decrease
CUST_DEC_2980,43,Female,Urban,84592,55338,1936830,0.93,3,18,84,4,38439,16505,341184,6,decrease
CUST_DEC_2887,31,Female,Urban,127165,121723,2434460,0.92,2,29,67,3,32118,30708,151747,9,decrease
CUST_INC_2949,61,Female,Semi-Urban,27165,1582,7910,0.25,2,86,6,0,38047,6201,184064,36,increase
CUST_INC_2540,40,Male,Semi-Urban,51445,4678,32746,0.11,3,96,6,0,37793,21520,215808,26,increase
CUST_STB_3052,57,Male,Urban,115263,57285,458280,0.4,4,60,20,1,14663,6900,178053,14,stable
CUST_DEC_3356,43,Female,Rural,74035,47332,757312,0.92,4,49,49,5,34181,19537,69861,11,decrease
CUST_DEC_789,53,Male,Urban,139875,97509,2632743,0.88,3,14,47,6,44788,3876,130067,8,decrease
CUST_INC_1160,54,Male,Urban,129320,10213,40852,0.11,4,89,6,1,39135,4504,121141,27,increase
CUST_INC_1889,27,Male,Semi-Urban,57846,10142,81136,0.14,3,95,6,0,10176,18220,238094,30,increase
CUST_STB_2492,62,Female,Semi-Urban,67930,32004,576072,0.41,4,63,27,1,37389,26804,195232,22,stable
CUST_INC_1899,36,Male,Urban,86045,9173,36692,0.18,3,93,2,0,38197,33906,178696,25,increase
CUST_DEC_1519,48,Male,Semi-Urban,32148,17686,601324,0.9,3,38,88,7,40638,14128,70244,12,decrease
CUST_STB_4778,37,Female,Semi-Urban,26760,11575,104175,0.49,4,57,21,1,19916,40649,157997,21,stable
CUST_STB_9908,40,Male,Urban,98814,39533,711594,0.47,3,63,26,2,19164,40113,270115,14,stable
CUST_DEC_5174,44,Male,Urban,105335,104024,3224744,0.92,1,9,48,6,30884,30711,238394,6,decrease
CUST_DEC_4122,34,Female,Urban,74497,44546,1158196,0.96,1,0,37,6,12617,14939,213376,10,decrease
CUST_DEC_3958,47,Female,Urban,89776,77883,1869192,0.92,2,9,41,3,38854,29767,105240,11,decrease
CUST_INC_4093,46,Female,Urban,77881,4985,14955,0.27,1,98,1,0,20215,17505,301040,30,increase
CUST_INC_3519,28,Male,Semi-Urban,25242,1716,5148,0.15,1,97,3,0,25880,7722,85900,32,increase
CUST_DEC_1434,40,Female,Urban,117614,107131,2892537,0.97,3,15,60,7,14806,20108,189273,11,decrease
CUST_DEC_1811,46,Male,Urban,91724,80815,2101190,0.96,1,40,39,6,39481,19448,134243,11,decrease
CUST_STB_854,61,Female,Semi-Urban,79796,37017,444204,0.47,1,57,28,2,36017,33000,238278,13,stable
CUST_STB_10967,64,Female,Semi-Urban,98312,46605,466050,0.48,2,53,24,2,8033,41923,112925,19,stable
CUST_DEC_3584,21,Female,Rural,68159,67424,1011360,0.88,4,13,54,6,31139,43722,102052,11,decrease
CUST_STB_13122,37,Female,Urban,64518,25084,175588,0.47,2,62,27,1,24889,16067,171416,19,stable
CUST_STB_13404,29,Female,Urban,114287,53663,375641,0.43,4,58,16,2,24468,38334,264675,22,stable
CUST_DEC_4279,52,Male,Urban,47561,43084,689344,0.76,1,20,87,3,32574,34146,101965,8,decrease
CUST_DEC_3667,36,Female,Rural,30934,18482,314194,0.89,3,16,78,7,48690,10665,143570,11,decrease
CUST_RND_1548,60,Male,Rural,87215,15150,44046,0.77,5,74,47,8,44522,58777,134807,6,increase
CUST_STB_10894,23,Male,Semi-Urban,37758,14731,220965,0.42,3,56,17,2,25167,11230,168696,17,stable
CUST_STB_4496,33,Male,Semi-Urban,84930,37525,675450,0.49,4,49,17,2,10192,19217,238999,17,stable
CUST_STB_8174,46,Male,Urban,115191,47422,331954,0.41,1,52,10,1,27876,3577,316533,22,stable
CUST_STB_6656,45,Male,Urban,49850,21312,383616,0.41,2,50,19,1,41500,27690,277985,14,stable
CUST_STB_12040,60,Male,Semi-Urban,43534,21735,369495,0.4,2,54,12,2,46609,7462,181588,17,stable
CUST_STB_2369,31,Male,Urban,127613,53959,917303,0.5,2,48,11,1,30836,36438,267831,24,stable
CUST_STB_4781,59,Male,Rural,20472,7216,101024,0.45,2,49,17,2,31399,20839,152723,18,stable
CUST_STB_12324,53,Female,Rural,29564,13886,180518,0.46,2,46,17,2,19622,8871,69781,14,stable
CUST_RND_377,38,Female,Semi-Urban,40445,114617,271068,0.82,4,64,21,7,67603,23579,376455,8,increase
CUST_DEC_615,54,Female,Rural,43348,34901,732921,0.83,3,13,46,6,42956,29063,98673,12,decrease
CUST_DEC_3290,42,Female,Urban,123166,103255,3407415,0.97,4,2,40,6,38056,1367,274458,8,decrease
CUST_DEC_4636,60,Female,Urban,146356,91661,1374915,0.72,1,8,65,3,39622,969,355495,11,decrease
CUST_STB_8717,53,Female,Semi-Urban,47277,18335,146680,0.5,2,46,12,2,12737,40636,223609,23,stable
CUST_STB_10648,21,Female,Semi-Urban,99371,42398,508776,0.44,4,46,16,1,26085,4732,88594,21,stable
CUST_INC_4786,53,Male,Urban,107218,19447,136129,0.17,3,85,4,0,14167,28977,113374,27,increase
CUST_STB_5987,43,Female,Semi-Urban,60052,23169,370704,0.44,2,61,15,2,33325,9134,159953,21,stable
CUST_INC_3482,36,Female,Urban,67686,7362,58896,0.29,2,90,6,1,14129,2332,174394,36,increase
CUST_DEC_471,44,Female,Urban,42718,38768,852896,0.84,2,3,38,4,44809,18234,348966,11,decrease
CUST_STB_5802,62,Male,Urban,141982,59591,1013047,0.43,2,59,21,2,9445,13902,342896,21,stable
CUST_DEC_3261,54,Female,Rural,48583,38891,661147,0.7,3,27,77,3,29816,48143,172206,11,decrease
CUST_STB_7207,45,Female,Semi-Urban,45531,21233,297262,0.45,3,54,21,1,28509,24586,217804,16,stable
CUST_STB_7344,60,Male,Semi-Urban,92132,44055,308385,0.49,4,63,20,2,10197,14048,232432,22,stable
CUST_STB_12534,59,Male,Rural,41175,20585,247020,0.47,2,60,16,2,7106,19908,193018,19,stable
CUST_STB_7561,35,Female,Urban,53916,24471,367065,0.42,2,63,26,1,40708,25885,265556,13,stable
CUST_STB_8097,57,Male,Urban,147061,56461,395227,0.45,2,64,26,1,9205,11199,259512,19,stable
CUST_STB_785,37,Male,Urban,132403,65843,1185174,0.49,2,58,22,1,24797,40795,199290,23,stable
CUST_STB_12250,28,Male,Urban,114876,47385,616005,0.48,4,59,19,2,47432,6151,191878,18,stable
CUST_STB_1410,62,Female,Urban,57667,26128,235152,0.4,4,51,25,2,47185,5495,106732,14,stable
CUST_STB_10730,37,Female,Urban,112225,39649,237894,0.43,4,55,29,1,19935,34660,362428,14,stable
CUST_INC_3099,21,Male,Urban,74159,14023,28046,0.22,3,89,6,0,13671,30895,302754,25,increase
CUST_RND_191,45,Female,Urban,32518,71623,203412,0.38,1,53,23,4,51239,11779,239525,35,decrease
CUST_STB_3010,56,Male,Urban,40517,18413,257782,0.43,3,45,15,1,16955,45528,225334,18,stable
CUST_INC_4631,29,Female,Urban,144187,21542,150794,0.26,3,97,4,0,45629,30466,354729,26,increase
CUST_STB_11094,58,Female,Semi-Urban,28068,12622,75732,0.45,4,64,10,2,30654,33652,248663,21,stable
CUST_STB_4015,29,Female,Rural,52057,19612,215732,0.49,2,61,16,2,8880,12850,93524,16,stable
CUST_STB_7456,35,Female,Semi-Urban,73306,34815,557040,0.44,2,60,20,2,19795,43764,146305,16,stable
CUST_STB_12914,59,Female,Semi-Urban,68782,24587,147522,0.41,4,60,15,1,27824,49911,191466,12,stable
CUST_STB_3864,42,Male,Rural,27773,9829,117948,0.43,4,60,24,2,38629,30108,67671,15,stable
